	Virulent	Temperate
P6033_k119_170_flag=0_multi=562.3337_len=45597	0	1
C3034_k119_14172_flag=1_multi=22.0000_len=40132	0.05	0.95
M2083_k119_23003_flag=0_multi=387.5132_len=54506_fragment_1	0.15	0.85
H4014_k119_75371_flag=1_multi=11.0000_len=21844	0	1
P6024_k119_86683_flag=1_multi=27.8884_len=23579	0	1
C3010_k119_44739_flag=0_multi=32.9074_len=42148	0	1
C3023_k119_81250_flag=0_multi=55.9830_len=64822	0	1
M2097_k119_9556_flag=0_multi=56.1653_len=72439_fragment_1	0.05	0.95
P6018_k119_11316_flag=1_multi=49.0000_len=22347	0.862610132	0.137389868
H4006_k119_187364_flag=1_multi=1793.0000_len=29170	0.811878202	0.188121798
E5001_k119_93597_flag=1_multi=28.0000_len=34202	0	1
E5002_k119_45670_flag=1_multi=33.2380_len=69224_fragment_1	0.992566079	0.007433921
H4032_k119_73234_flag=1_multi=15.0000_len=31125	0.0375	0.9625
C3023_k119_25579_flag=1_multi=275.9600_len=137507_fragment_1	0.075	0.925
M2034_k119_243024_flag=0_multi=439.9262_len=35794	0.0625	0.9375
M2034_k119_239822_flag=0_multi=391.4298_len=25003	0.1625	0.8375
C3010_k119_15895_flag=0_multi=261.4998_len=66556	1	0
M2079_k119_83625_flag=1_multi=12.0000_len=18717	0	1
M2048_k119_147470_flag=1_multi=84.0810_len=165849_fragment_1	0	1
H4006_k119_87614_flag=1_multi=151.9936_len=56896	0.7375	0.2625
C3006_k119_199061_flag=3_multi=52.0011_len=45761	0.25	0.75
C3012_k119_142497_flag=1_multi=19.0000_len=5763	0	1
C3010_k119_156411_flag=1_multi=41.0000_len=60654_fragment_1	0.0875	0.9125
P6038_k119_64656_flag=0_multi=26.9840_len=32693	0.875	0.125
P6018_k119_10311_flag=1_multi=58.0000_len=57701	0.0125	0.9875
C3005_k119_220604_flag=3_multi=52.0015_len=35240	0.2875	0.7125
H4008_k119_64424_flag=0_multi=14.2083_len=27908	0	1
H4043_k119_98588_flag=1_multi=61.0000_len=48846	0	1
P6037_k119_41042_flag=0_multi=54.7825_len=100031_fragment_1	0.0625	0.9375
P6024_k119_40904_flag=0_multi=26.0000_len=29409_fragment_1	0	1
P6018_k119_188063_flag=0_multi=45.9722_len=32540	0.945044053	0.054955947
H4006_k119_203053_flag=0_multi=29.3588_len=35700	0.8625	0.1375
C3004_k119_6737_flag=1_multi=218.0000_len=77205_fragment_1	0.0125	0.9875
H4043_k119_32489_flag=0_multi=345.0000_len=47900	0.025	0.975
C3001_k119_31423_flag=1_multi=26.0000_len=31048	0	1
P6010_k119_105617_flag=0_multi=168.1358_len=99569_fragment_1	0.075	0.925
C3022_k119_176513_flag=0_multi=32.9758_len=26558	0.90016607	0.09983393
M2064_k119_139805_flag=1_multi=84.7024_len=123820_fragment_2	0.882544053	0.117455947
E5009_k119_102101_flag=1_multi=19.0000_len=17736	0.940556497	0.059443503
M2072_k119_49556_flag=1_multi=599.0000_len=171429	0.943198797	0.056801203
H4023_k119_130701_flag=1_multi=48.0000_len=13112	1	0
C3001_k119_52936_flag=0_multi=29.9658_len=17062	0.960226195	0.039773805
H4019_k119_84277_flag=0_multi=88.0000_len=87607_fragment_2	0	1
M2085_k119_26020_flag=0_multi=50.8172_len=44801_fragment_1	0.936215619	0.063784381
P6028_k119_52635_flag=1_multi=14.0000_len=36147	0	1
H4017_k119_62786_flag=0_multi=79.6762_len=54395	0.975	0.025
M2010_k119_70973_flag=1_multi=69.9130_len=100267_fragment_2	0.0875	0.9125
M2077_k119_94235_flag=1_multi=55.9823_len=65430_fragment_2	0.0375	0.9625
M2047_k119_261556_flag=3_multi=142.4417_len=36478	0.950220264	0.049779736
E5001_k119_1616_flag=1_multi=70.4283_len=81186_fragment_1	0.9125	0.0875
C3006_k119_193433_flag=0_multi=35.9825_len=40197	0	1
M2039_k119_105257_flag=1_multi=15.9808_len=26677	0.1375	0.8625
M2008_k119_45320_flag=1_multi=11.0000_len=37695	0.1125	0.8875
M2010_k119_83046_flag=0_multi=28.3740_len=27235	0.475	0.525
C3032_k119_177700_flag=0_multi=18.0000_len=3807	0.931779094	0.068220906
M2103_k119_115769_flag=1_multi=20.0000_len=35670	0.858066638	0.141933362
M2103_k119_101157_flag=1_multi=111.8604_len=42756	0.987610132	0.012389868
H4027_k119_108125_flag=0_multi=185.9516_len=76790_fragment_1	0.920044053	0.079955947
M2014_k119_70250_flag=0_multi=337.5123_len=71806_fragment_1	0.675	0.325
C3027_k119_142219_flag=0_multi=1617.1031_len=72232	0.0375	0.9625
P6016_k119_39148_flag=0_multi=24.9906_len=50917_fragment_1	0.88003125	0.11996875
H4031_k119_11940_flag=0_multi=16.0000_len=30335	0.0125	0.9875
M2084_k119_231594_flag=3_multi=118.0025_len=46605	0.972522026	0.027477974
C3022_k119_91733_flag=1_multi=114.9560_len=51913	0	1
H4023_k119_259641_flag=1_multi=708.0000_len=93080	0.717676211	0.282323789
C3028_k119_13706_flag=1_multi=79.0000_len=46186	0	1
H4027_k119_17896_flag=0_multi=251.6286_len=331447_fragment_2	0.8125	0.1875
M2068_k119_212359_flag=1_multi=26.8454_len=41279	0.0125	0.9875
M2068_k119_2724_flag=0_multi=248.7259_len=193846_fragment_2	0.3375	0.6625
P6018_k119_117880_flag=0_multi=27.9867_len=40799	0.973044612	0.026955388
C3035_k119_109908_flag=1_multi=63.0000_len=110693	0.5	0.5
H4019_k119_169233_flag=0_multi=118.2351_len=107170_fragment_3	0.95	0.05
C3017_k119_62667_flag=0_multi=244.7344_len=36861	0.718846395	0.281153605
M2069_k119_91420_flag=1_multi=110.9844_len=141038_fragment_1	0.0125	0.9875
M2014_k119_19412_flag=0_multi=32.9800_len=32158	0.125	0.875
H4043_k119_55681_flag=0_multi=20.0000_len=37010	0	1
H4015_k119_108603_flag=1_multi=22.0000_len=29417	0.740198238	0.259801762
M2034_k119_101804_flag=1_multi=34.0000_len=37792	0	1
M2084_k119_124033_flag=1_multi=219.0000_len=56667	0.25	0.75
M2014_k119_135454_flag=1_multi=54.1109_len=38148_fragment_1	0.865088106	0.134911894
M2025_k119_83944_flag=1_multi=21.9684_len=26670	0.8375	0.1625
C3015_k119_9151_flag=1_multi=16.0000_len=16671	0.931779094	0.068220906
M2083_k119_126695_flag=0_multi=65.0000_len=31563	0.459379119	0.540620881
C3001_k119_88691_flag=1_multi=35.9490_len=39917	0.05	0.95
H4023_k119_147788_flag=0_multi=40.9851_len=53753	0	1
H4015_k119_316_flag=3_multi=122.0000_len=41251	0	1
M2028_k119_55659_flag=0_multi=25.9264_len=48353_fragment_1	0	1
H4031_k119_49834_flag=0_multi=28.9599_len=14088	0	1
P6005_k119_174273_flag=3_multi=104.0007_len=152831	0.9875	0.0125
E5001_k119_67740_flag=0_multi=25.9807_len=53353	0.1375	0.8625
C3022_k119_30418_flag=1_multi=112.0000_len=17855	0.84553033	0.15446967
P6010_k119_30058_flag=1_multi=62.6991_len=42564	0.2625	0.7375
C3022_k119_16357_flag=0_multi=87.7086_len=67881_fragment_1	0.825	0.175
M2061_k119_121346_flag=0_multi=82.0000_len=29992	0.8625	0.1375
C3007_k119_39320_flag=0_multi=32.0000_len=43313	0.0625	0.9375
P6010_k119_204579_flag=3_multi=25.0040_len=6305	0.811878202	0.188121798
M2061_k119_221802_flag=0_multi=19.6132_len=39835	0	1
C3004_k119_36357_flag=0_multi=18.9058_len=23038	0.7875	0.2125
E5002_k119_72144_flag=3_multi=20.0040_len=5068	0.811878202	0.188121798
H4007_k119_72230_flag=1_multi=21.0000_len=48096	0.075	0.925
C3005_k119_111212_flag=0_multi=45.9136_len=44396	0.05	0.95
H4019_k119_294109_flag=3_multi=26.0008_len=32571	0.325	0.675
H4039_k119_45070_flag=3_multi=4586.0000_len=57581	0.05	0.95
M2042_k119_247127_flag=1_multi=15.0000_len=22962	0.025	0.975
H4032_k119_27125_flag=0_multi=84.9675_len=95739_fragment_2	0.0625	0.9375
M2084_k119_76661_flag=0_multi=37.6320_len=25761	0.0125	0.9875
H4009_k119_95507_flag=1_multi=116.9421_len=40209_fragment_1	0.905286344	0.094713656
H4045_k119_65678_flag=1_multi=21.9936_len=65756	0	1
H4045_k119_34152_flag=0_multi=85.5790_len=44588	0.05	0.95
H4006_k119_126239_flag=3_multi=145.0000_len=44688	0	1
M2008_k119_96985_flag=3_multi=154.0246_len=6376	0.811878202	0.188121798
M2085_k119_142180_flag=1_multi=26.0000_len=22696	0.730645102	0.269354898
H4027_k119_27974_flag=0_multi=337.9122_len=76902_fragment_1	0	1
H4023_k119_119516_flag=0_multi=56.7783_len=29121	0.9625	0.0375
H4004_k119_87228_flag=0_multi=148.8424_len=57642_fragment_1	0	1
H4027_k119_31725_flag=1_multi=17.0000_len=39445	0.0125	0.9875
P6018_k119_93832_flag=0_multi=51.9840_len=63744_fragment_1	0.941659165	0.058340835
C3009_k119_60550_flag=1_multi=37.0000_len=26391	0	1
C3029_k119_60143_flag=1_multi=38.9956_len=174794_fragment_1	0	1
H4010_k119_94905_flag=1_multi=78.3753_len=38948	0.1375	0.8625
M2069_k119_107962_flag=0_multi=75.1289_len=45985_fragment_2	0	1
H4038_k119_25933_flag=0_multi=27.2121_len=35869_fragment_1	0.965198238	0.034801762
P6016_k119_146202_flag=1_multi=19.7843_len=32933	0	1
H4045_k119_170598_flag=0_multi=43.9217_len=31592_fragment_1	0	1
C3005_k119_8740_flag=1_multi=120.7363_len=115355_fragment_1	0.035022026	0.964977974
M2060_k119_99916_flag=1_multi=12.0000_len=31592	0.025	0.975
C3023_k119_15277_flag=1_multi=168.0000_len=62356	0.25	0.75
M2010_k119_17578_flag=1_multi=41.9942_len=140394_fragment_1	0.997298624	0.002701376
M2064_k119_195586_flag=0_multi=95.7842_len=35749	0.1625	0.8375
H4043_k119_1379_flag=1_multi=20.0000_len=17535	0.88486968	0.11513032
M2068_k119_8778_flag=1_multi=34.4665_len=48449	0.025	0.975
C3023_k119_58031_flag=1_multi=13.0000_len=28371	0.0375	0.9625
M2085_k119_130617_flag=1_multi=23.9923_len=59889_fragment_1	0	1
H4019_k119_65626_flag=1_multi=94.8488_len=28206	0.975	0.025
H4006_k119_70821_flag=1_multi=22.0000_len=59656_fragment_1	0	1
H4044_k119_38037_flag=0_multi=12.0000_len=30222	0.9125	0.0875
C3001_k119_37801_flag=0_multi=51.1419_len=27246	0.025	0.975
C3013_k119_90384_flag=1_multi=32.9890_len=58237_fragment_1	0.05	0.95
C3015_k119_23445_flag=1_multi=14.0000_len=22379	0.811878202	0.188121798
P6010_k119_125604_flag=0_multi=215.4555_len=107492_fragment_1	0.260132159	0.739867841
M2047_k119_108249_flag=0_multi=28.9842_len=35589_fragment_1	0.175	0.825
M2042_k119_197829_flag=0_multi=18.8817_len=33179	0.025	0.975
C3009_k119_747_flag=1_multi=63.0000_len=109700	0.1625	0.8375
M2085_k119_23744_flag=0_multi=178.2688_len=136745_fragment_1	0.3125	0.6875
H4024_k119_23166_flag=1_multi=1080.0000_len=19114	0.801856175	0.198143825
P6024_k119_1211_flag=0_multi=20.2578_len=38200	0	1
P6013_k119_9009_flag=0_multi=122.5504_len=82118	0.0625	0.9375
M2083_k119_129871_flag=1_multi=16.0000_len=45363	0.9875	0.0125
H4024_k119_61234_flag=0_multi=40.9288_len=22593	0.340088106	0.659911894
P6014_k119_153794_flag=3_multi=97.0021_len=46248	0.072522026	0.927477974
M2061_k119_93879_flag=1_multi=37.3974_len=42725	0.1625	0.8375
C3031_k119_121025_flag=0_multi=64.9720_len=45890	0	1
P6012_k119_64300_flag=0_multi=115.9694_len=150421	1	0
M2027_k119_10520_flag=0_multi=12.9811_len=24198	0.025	0.975
H4006_k119_147958_flag=1_multi=3908.0000_len=24331	0.811878202	0.188121798
P6038_k119_3180_flag=0_multi=50.7644_len=47992	0	1
H4008_k119_115030_flag=0_multi=98.0746_len=76035_fragment_2	0.0125	0.9875
H4027_k119_79426_flag=1_multi=16.0000_len=32141	0.96400058	0.03599942
H4027_k119_12228_flag=0_multi=105.4162_len=104516_fragment_2	0.729700854	0.270299146
M2048_k119_181878_flag=0_multi=124.9799_len=80168_fragment_1	0.05	0.95
M2068_k119_106422_flag=0_multi=66.2055_len=164198_fragment_2	0.7375	0.2625
H4039_k119_85009_flag=1_multi=8.0000_len=3491	0.811878202	0.188121798
M2060_k119_36690_flag=0_multi=43.0000_len=34536	0.885544612	0.114455388
C3023_k119_103280_flag=0_multi=43.0000_len=29665	0.987610132	0.012389868
E5004_k119_132886_flag=1_multi=13.0000_len=18953	0.9875	0.0125
P6013_k119_62902_flag=1_multi=13.0000_len=5471	0.811878202	0.188121798
C3037_k119_37023_flag=0_multi=13.5846_len=6734	0.811878202	0.188121798
H4032_k119_2665_flag=1_multi=182.0000_len=17521	0.947821185	0.052178815
M2014_k119_11299_flag=0_multi=39.9756_len=32127	0.05	0.95
E5009_k119_132594_flag=1_multi=57.0000_len=15661	0.811878202	0.188121798
H4016_k119_64075_flag=1_multi=44.8401_len=5879	0.833631119	0.166368881
P6028_k119_43168_flag=0_multi=27.2620_len=24550	0	1
C3002_k119_46777_flag=3_multi=19.0005_len=40357	0.0125	0.9875
H4023_k119_97146_flag=0_multi=27.2148_len=33914	0.8125	0.1875
P6010_k119_25068_flag=1_multi=139.0000_len=137334	0.0125	0.9875
H4038_k119_21921_flag=1_multi=30.0000_len=34525	0.8375	0.1625
M2010_k119_4470_flag=0_multi=104.9829_len=243560_fragment_1	0.0125	0.9875
M2034_k119_18504_flag=3_multi=434.0000_len=42219	0.270044053	0.729955947
M2047_k119_219159_flag=0_multi=39.1544_len=22975	0.9875	0.0125
M2028_k119_351_flag=0_multi=177.9192_len=43916	1	0
H4031_k119_140470_flag=3_multi=124.0251_len=5064	0.811878202	0.188121798
H4038_k119_13434_flag=1_multi=23.0000_len=45815_fragment_1	0	1
P6016_k119_159787_flag=3_multi=495.0088_len=56191	0.1625	0.8375
M2071_k119_120852_flag=0_multi=55.0000_len=113033_fragment_2	0.0375	0.9625
M2091_k119_46225_flag=1_multi=22.3659_len=60141	0.1625	0.8375
C3031_k119_65526_flag=0_multi=15.0000_len=32106	0.25	0.75
M2021_k119_72435_flag=0_multi=22.7371_len=38133	0	1
M2079_k119_77400_flag=0_multi=49.9659_len=57528_fragment_1	0.323044612	0.676955388
C3001_k119_3650_flag=0_multi=220.2428_len=31042	0.1625	0.8375
P6013_k119_78509_flag=1_multi=15.0000_len=5474	0.811878202	0.188121798
M2061_k119_152610_flag=1_multi=35.0000_len=67496_fragment_1	0.125	0.875
H4017_k119_108149_flag=1_multi=17.0000_len=4888	0.811878202	0.188121798
H4008_k119_182526_flag=0_multi=51.5496_len=56833_fragment_1	0.025	0.975
C3027_k119_19307_flag=1_multi=16.7397_len=45638_fragment_1	0	1
M2047_k119_11273_flag=0_multi=35.9380_len=17772	0.811878202	0.188121798
E5013_k119_195051_flag=1_multi=8.0000_len=2629	0.811878202	0.188121798
M2075_k119_117003_flag=0_multi=24.9869_len=36845_fragment_1	0.8625	0.1375
H4031_k119_99073_flag=1_multi=57.0000_len=32407	0	1
C3032_k119_182137_flag=1_multi=15.9896_len=66579_fragment_1	0.0625	0.9375
M2060_k119_131022_flag=1_multi=16.9642_len=22012	0.922632159	0.077367841
H4023_k119_203205_flag=0_multi=72.9123_len=78077_fragment_1	0.8125	0.1875
C3005_k119_220607_flag=3_multi=293.0027_len=108712	0.95	0.05
C3001_k119_4022_flag=0_multi=99.6170_len=46402	0.0375	0.9625
M2048_k119_29106_flag=0_multi=96.9868_len=145572_fragment_1	0.95	0.05
H4038_k119_35510_flag=1_multi=58.0000_len=48150	0.793682543	0.206317457
P6038_k119_16802_flag=1_multi=37.0000_len=21719	0.807585711	0.192414289
C3010_k119_52417_flag=0_multi=175.4795_len=93142_fragment_1	0	1
M2042_k119_28796_flag=1_multi=19.0000_len=18620	0.972522026	0.027477974
H4039_k119_165687_flag=1_multi=7.7982_len=6084	0.728720165	0.271279835
C3032_k119_87678_flag=1_multi=25.0000_len=17712	0.84553033	0.15446967
H4027_k119_51566_flag=0_multi=114.9210_len=57814	0	1
C3031_k119_11259_flag=1_multi=15.8521_len=38153_fragment_1	0.075	0.925
C3028_k119_3211_flag=1_multi=111.0000_len=37145	0	1
M2047_k119_60305_flag=0_multi=7.9449_len=4127	0.811878202	0.188121798
M2072_k119_16912_flag=0_multi=53.4615_len=16997	0.811878202	0.188121798
H4023_k119_230278_flag=0_multi=31.9751_len=25000	0.9125	0.0875
H4027_k119_38633_flag=0_multi=56.3312_len=23223	0.905066079	0.094933921
H4018_k119_2794_flag=1_multi=30.0000_len=27306	0.0125	0.9875
H4024_k119_175235_flag=3_multi=698.2839_len=2578	0.811878202	0.188121798
H4044_k119_85870_flag=1_multi=93.9092_len=42113	0.811878202	0.188121798
H4023_k119_262372_flag=3_multi=21.0038_len=5645	0.811878202	0.188121798
M2041_k119_134254_flag=1_multi=259.8247_len=29674	0.0125	0.9875
P6010_k119_55745_flag=0_multi=17.9725_len=24814	0.725	0.275
C3002_k119_12529_flag=0_multi=24.7862_len=54600_fragment_1	0.05	0.95
M2064_k119_59122_flag=0_multi=85.9100_len=37880	0.9	0.1
P6005_k119_153337_flag=1_multi=15.9956_len=44738_fragment_1	0	1
H4039_k119_67589_flag=1_multi=31.0000_len=87481_fragment_1	0.0375	0.9625
P6005_k119_138544_flag=1_multi=10.0000_len=5521	0.811878202	0.188121798
M2028_k119_54831_flag=1_multi=13.7767_len=6699	0.932011278	0.067988722
E5013_k119_138148_flag=1_multi=317.9571_len=96208	0.959068042	0.040931958
P6017_k119_55466_flag=1_multi=12.0000_len=5493	0.811878202	0.188121798
M2068_k119_145020_flag=0_multi=23.9758_len=19101	0.175	0.825
M2026_k119_22166_flag=1_multi=18.0000_len=29971	0	1
P6018_k119_69623_flag=0_multi=49.9633_len=26799	0.427588106	0.572411894
C3016_k119_2884_flag=1_multi=15.0000_len=14702	0.811878202	0.188121798
H4024_k119_60588_flag=0_multi=55.9721_len=22752	0	1
E5002_k119_52222_flag=1_multi=7.0000_len=4023	0.025	0.975
H4008_k119_248431_flag=3_multi=159.0275_len=5901	0.811878202	0.188121798
C3022_k119_251857_flag=3_multi=64.0015_len=42139	0.025	0.975
P6010_k119_64156_flag=0_multi=2030.8870_len=127636	0.8125	0.1875
C3011_k119_137122_flag=1_multi=84.0000_len=4868	0.811878202	0.188121798
M2079_k119_118230_flag=0_multi=36.7031_len=29861	0.0125	0.9875
H4031_k119_121870_flag=0_multi=21.9898_len=41460	0.1125	0.8875
H4004_k119_89615_flag=0_multi=60.9681_len=37708	0.2375	0.7625
H4008_k119_63787_flag=0_multi=264.8648_len=39170	0	1
H4009_k119_138360_flag=1_multi=2023.6720_len=123463_fragment_1	0.0875	0.9125
M2048_k119_105019_flag=1_multi=234.7904_len=13516	0.996324369	0.003675631
M2083_k119_44626_flag=1_multi=29.9860_len=41506_fragment_1	0	1
C3029_k119_69423_flag=1_multi=209.0000_len=75501_fragment_1	0.948049303	0.051950697
H4008_k119_94162_flag=0_multi=270.8389_len=15079_fragment_1	0	1
C3027_k119_30760_flag=1_multi=29.0000_len=6384	0.811878202	0.188121798
H4023_k119_166283_flag=0_multi=1699.0000_len=28821	0.7375	0.2625
M2025_k119_162900_flag=1_multi=22.0000_len=24579	0.931779094	0.068220906
M2014_k119_86435_flag=0_multi=70.9538_len=30418	0	1
H4035_k119_74443_flag=1_multi=10.0000_len=4951	0.811878202	0.188121798
H4017_k119_91106_flag=0_multi=356.8863_len=62723	0.175	0.825
M2069_k119_121692_flag=0_multi=228.8444_len=29431	0.932011278	0.067988722
C3027_k119_167225_flag=3_multi=300.0084_len=35633	0.025	0.975
M2097_k119_113184_flag=0_multi=483.6616_len=129393_fragment_1	0.2375	0.7625
P6016_k119_68402_flag=1_multi=89.7087_len=100039_fragment_1	0.0375	0.9625
P6010_k119_75929_flag=1_multi=21.9915_len=49261_fragment_1	0.0375	0.9625
M2083_k119_108083_flag=0_multi=19.0556_len=31858	0	1
C3021_k119_46581_flag=0_multi=31.9686_len=39619	0.0375	0.9625
H4039_k119_111456_flag=0_multi=17.0000_len=3249	0	1
C3004_k119_11327_flag=0_multi=49.9106_len=11084	0.811878202	0.188121798
M2014_k119_137551_flag=3_multi=45.0010_len=44424	0.025	0.975
M2042_k119_378141_flag=3_multi=36.0009_len=39496	0.0125	0.9875
C3001_k119_64266_flag=1_multi=15.0000_len=24106_fragment_1	0.125	0.875
H4027_k119_16787_flag=1_multi=57.0000_len=4026	0.811878202	0.188121798
H4035_k119_65006_flag=1_multi=17.0000_len=2497	0.997298624	0.002701376
E5013_k119_43389_flag=0_multi=13.9868_len=19827	1	0
M2021_k119_10641_flag=1_multi=106.5796_len=61034_fragment_1	0.851349448	0.148650552
C3005_k119_192920_flag=0_multi=67.7863_len=12660	0.964110712	0.035889288
P6005_k119_53400_flag=0_multi=195.8123_len=41666	0.5	0.5
M2060_k119_10322_flag=0_multi=96.0000_len=30471	1	0
P6017_k119_164621_flag=0_multi=41.0076_len=30682	0.75	0.25
H4032_k119_77685_flag=0_multi=76.4388_len=60931_fragment_1	0.8875	0.1125
C3028_k119_37778_flag=3_multi=156.6028_len=97188	0	1
E5009_k119_14286_flag=1_multi=17.9946_len=62785_fragment_1	0.0625	0.9375
H4040_k119_105757_flag=1_multi=14.9941_len=47694_fragment_1	0	1
M2041_k119_124615_flag=0_multi=266.0000_len=33637	0.157544053	0.842455947
H4016_k119_1561_flag=1_multi=36.0000_len=60424	0.025	0.975
C3016_k119_89371_flag=1_multi=124.0000_len=31405	0.907654185	0.092345815
H4008_k119_204512_flag=1_multi=3184.0000_len=85177	0.9875	0.0125
M2028_k119_144943_flag=3_multi=157.0251_len=6380	0.811878202	0.188121798
H4004_k119_31626_flag=1_multi=92.0000_len=23113	0.3	0.7
H4014_k119_4638_flag=1_multi=24.0000_len=24821	0.5875	0.4125
H4039_k119_4273_flag=1_multi=100.0000_len=39261	0.941588686	0.058411314
P6025_k119_104533_flag=0_multi=68.8875_len=24290	0.960352423	0.039647577
H4017_k119_55806_flag=1_multi=19.0000_len=28882	0.925	0.075
M2075_k119_147366_flag=0_multi=121.9006_len=41520	0.375	0.625
C3028_k119_15368_flag=0_multi=57.9686_len=36380	0.623187772	0.376812228
M2064_k119_18530_flag=1_multi=69.0000_len=43028	0	1
E5013_k119_5807_flag=0_multi=31.0385_len=79867_fragment_1	0.85	0.15
H4040_k119_20442_flag=1_multi=34.9520_len=28473_fragment_1	0	1
P6025_k119_59348_flag=1_multi=21.0000_len=12339	0.811878202	0.188121798
H4015_k119_177772_flag=1_multi=41.0000_len=51810	0	1
H4001_k119_22563_flag=0_multi=15.8568_len=32277	0.925	0.075
M2084_k119_11040_flag=0_multi=49.7306_len=59787	0.0875	0.9125
C3028_k119_37249_flag=0_multi=122.7750_len=141432_fragment_1	0	1
M2047_k119_222991_flag=0_multi=100.0000_len=41254	0.8875	0.1125
C3027_k119_36438_flag=1_multi=23.0000_len=43347	0.0875	0.9125
P6025_k119_81023_flag=1_multi=15.0000_len=69842_fragment_1	1	0
E5004_k119_68477_flag=0_multi=38.9342_len=23228	0.811878202	0.188121798
M2069_k119_140085_flag=1_multi=184.0000_len=40296	0.15	0.85
M2047_k119_69902_flag=3_multi=174.0000_len=40437	0.125	0.875
H4042_k119_54031_flag=0_multi=69.5519_len=151587_fragment_2	0.575775878	0.424224122
H4019_k119_192112_flag=0_multi=20.8272_len=11808	0.0125	0.9875
H4043_k119_103351_flag=1_multi=161.0852_len=5872	0.814356175	0.185643825
M2060_k119_107879_flag=0_multi=12.9906_len=25727	0	1
M2048_k119_56141_flag=1_multi=21.0000_len=84518	0.05	0.95
M2069_k119_202881_flag=0_multi=37.0562_len=28150	0.025	0.975
C3037_k119_12892_flag=1_multi=11.0000_len=4882	0.811878202	0.188121798
P6035_k119_88762_flag=0_multi=86.9680_len=53942_fragment_1	0.9875	0.0125
C3022_k119_136299_flag=0_multi=15.6745_len=4997	0.701930919	0.298069081
P6010_k119_35499_flag=0_multi=182.7748_len=32440	0.8375	0.1625
C3032_k119_207740_flag=1_multi=16.0000_len=34694	0.1125	0.8875
P6038_k119_96161_flag=1_multi=40.0000_len=7595	0.811878202	0.188121798
H4039_k119_119903_flag=1_multi=795.0000_len=18425	1	0
P6005_k119_101172_flag=0_multi=131.9290_len=37043	0.597522026	0.402477974
C3013_k119_1559_flag=0_multi=104.8249_len=49472	0	1
P6018_k119_89217_flag=1_multi=43.0000_len=42970	0	1
C3002_k119_35197_flag=1_multi=19.0000_len=151848_fragment_1	0.0125	0.9875
C3028_k119_72918_flag=0_multi=11.9911_len=24879	0.0125	0.9875
M2064_k119_186678_flag=0_multi=116.5096_len=66637_fragment_1	0	1
H4045_k119_12349_flag=1_multi=9.0000_len=20281	0.826746043	0.173253957
H4008_k119_4665_flag=0_multi=296.6321_len=73169_fragment_1	0.0125	0.9875
C3030_k119_56805_flag=1_multi=17.0000_len=21411	0.0125	0.9875
P6028_k119_38153_flag=0_multi=66.8001_len=61303_fragment_1	0.25	0.75
C3009_k119_16908_flag=0_multi=48.9728_len=35372	0.945154185	0.054845815
C3035_k119_110731_flag=3_multi=44.0031_len=14271	0.05	0.95
M2084_k119_114593_flag=0_multi=149.9600_len=74708_fragment_1	0.0125	0.9875
H4024_k119_302_flag=1_multi=23.0000_len=42653	0.8875	0.1125
M2072_k119_9877_flag=1_multi=52.0000_len=33463	0.1125	0.8875
C3035_k119_35768_flag=0_multi=69.3939_len=62619_fragment_1	0.1125	0.8875
C3032_k119_28782_flag=0_multi=26.9806_len=26933	0.725	0.275
M2068_k119_167443_flag=1_multi=2657.0000_len=72768	0.998715619	0.001284381
P6035_k119_3615_flag=1_multi=24.1420_len=31474	0.05	0.95
H4045_k119_36707_flag=1_multi=17.7346_len=19172	0.804241434	0.195758566
H4006_k119_222933_flag=0_multi=31.9578_len=29494	0.997522026	0.002477974
P6014_k119_153793_flag=3_multi=20.0037_len=5556	0.88003125	0.11996875
P6010_k119_91938_flag=1_multi=68.6881_len=66695	0.0125	0.9875
C3006_k119_99425_flag=1_multi=20.0000_len=38074	0.0125	0.9875
H4004_k119_70600_flag=1_multi=18.0000_len=25740	0.2125	0.7875
H4030_k119_38043_flag=3_multi=1244.0000_len=40399	0.025	0.975
C3001_k119_70338_flag=3_multi=4009.0000_len=101528	0.710022026	0.289977974
H4014_k119_3770_flag=1_multi=77.0000_len=36735	0.1	0.9
H4001_k119_30172_flag=0_multi=114.0000_len=49875	0.8125	0.1875
M2042_k119_175929_flag=1_multi=23.1910_len=33044	0.95	0.05
M2021_k119_111288_flag=0_multi=30.9897_len=58167	0	1
M2025_k119_38747_flag=0_multi=98.0000_len=122223_fragment_1	0.35	0.65
P6010_k119_184469_flag=1_multi=30.2092_len=7962	0	1
C3027_k119_163056_flag=1_multi=52.0000_len=37503	0.0625	0.9375
M2077_k119_83667_flag=1_multi=26.0000_len=55344	0	1
C3035_k119_31185_flag=1_multi=9.0000_len=26245	0.932011278	0.067988722
H4028_k119_22720_flag=1_multi=19.9994_len=31517	0.6125	0.3875
C3010_k119_134263_flag=0_multi=19.9886_len=33375	0.775	0.225
H4019_k119_236138_flag=0_multi=900.0000_len=38045	0.7875	0.2125
C3017_k119_142808_flag=1_multi=12.0000_len=11117	0.025	0.975
H4044_k119_97995_flag=1_multi=27.1505_len=61890	0	1
P6013_k119_39624_flag=1_multi=13.9981_len=20159	0.875	0.125
P6017_k119_13412_flag=1_multi=10.0000_len=4714	0.811878202	0.188121798
M2077_k119_12744_flag=0_multi=1582.4662_len=41402	0.893946338	0.106053662
P6010_k119_7431_flag=1_multi=22.5614_len=25001	0.965720823	0.034279177
